sample_id,split,label,ne,halpha_fwhm_l,halpha_centre,halpha_ok,T_boltz,T_boltz_se,r2_boltz,intercept_boltz
train_035,train,2.0,3.044200428166766e+17,1.1698003630126759,656.2966596865691,True,8003.106975638437,174.16325063675015,0.9924796613467494,3.0648172204886013
train_036,train,2.0,3.230151897513831e+17,1.2178945998347854,656.302356044197,True,8039.962714402318,202.02557871156966,0.9899986361194463,3.1710460056680336
train_037,train,2.0,3.0589139129378675e+17,1.1736394975269016,656.3014916337158,True,8013.413280886109,180.75300917149733,0.9919251424326953,3.1283392164393997
train_038,train,3.0,3.1543877171222554e+17,1.1984090861893346,656.3039880299664,True,7977.675394241801,182.47830555475105,0.9916982569127258,3.075543576645477
train_039,train,3.0,3.1778499367589075e+17,1.2044591218849252,656.3151960843578,True,8055.25488504375,206.13616691505496,0.9896308530916803,3.2075651327885293
train_040,train,2.0,3.005849779380776e+17,1.159765604941297,656.3060141221339,True,8039.335863642684,180.29566797756658,0.9920169415342944,3.1032978844189154
train_041,train,3.0,3.161134759821586e+17,1.2001503708602044,656.3066364669859,True,7968.904981672447,197.50245911807153,0.9902675928912396,3.1352929683733826
train_042,train,2.0,2.993663724524967e+17,1.156568450371405,656.3040798479178,True,7918.81106815255,190.90976633888093,0.9907862529710474,2.897223329174123
train_043,train,4.0,3.024107717368066e+17,1.1645480275006757,656.3067054148103,True,7937.45351869205,194.65108891420965,0.9904695719756953,3.1696420126148563
train_044,train,3.0,3.079871157043018e+17,1.1790975923544977,656.3055545333399,True,7932.330191283514,190.28615767235746,0.9908766902405751,3.1184733316903177
train_045,train,3.0,3.09012402821655e+17,1.181763507689045,656.3051816965965,True,7929.07446701977,194.28100597698997,0.9904855471253748,3.107590618702735
train_046,train,4.0,3.06414617950014e+17,1.1750033060304275,656.309671854775,True,7958.021137915291,194.32921557476337,0.9905493405401243,3.2439214295274525
train_047,train,2.0,3.1481222386355366e+17,1.1967910150676182,656.3020105658948,True,8013.748496798128,199.5281846570682,0.990178662580276,3.156841374816815
train_048,train,4.0,3.03367837936137e+17,1.1670512368624932,656.3103894275149,True,7948.7545595761785,201.4981581657625,0.9898229597228709,3.184830749885903
train_049,train,2.0,2.9355775350344877e+17,1.1412711085569394,656.3060869672171,True,7963.282224692702,192.96025437367038,0.9906929814520119,3.1064273926900023
train_050,train,4.0,3.122745398292958e+17,1.190226813960105,656.303385235565,True,7948.995364605969,200.53358629377936,0.9899197862473229,3.1423848124147766
train_051,train,3.0,3.0990338621321606e+17,1.1840779100540564,656.3066004930488,True,7970.586382186316,191.5431053549427,0.9908445852007955,3.136502704415927
train_052,train,3.0,2.937868447147676e+17,1.1418762604997528,656.3091706669478,True,7956.396310738123,197.70265755848175,0.9902176578457133,3.0960140103740974
train_053,train,3.0,3.160387270993009e+17,1.1999575167755305,656.3088063666821,True,8015.165049990439,199.10761623319652,0.9902230405035019,3.126402840561584
train_054,train,2.0,2.84456593169561e+17,1.1171059887417594,656.3059629767755,True,7929.655105187588,191.33569308320116,0.9907705364985068,3.079969489956103
train_055,train,3.0,3.052829796810331e+17,1.172052711055963,656.3071528342887,True,7976.886689435132,196.65968181950745,0.9903687923199563,3.1326168796253286
train_056,train,1.0,3.0028558571331866e+17,1.1589804997818562,656.3101344630534,True,7903.683824263708,193.39900033154024,0.9905108231500709,3.1254437593011004
train_057,train,1.0,2.932759998004347e+17,1.1405266393516045,656.3033849551274,True,7980.443554971711,198.04186205282502,0.9902428798555012,3.1251423782796595
train_058,train,1.0,3.1357999620999315e+17,1.1936057508019684,656.3042430099836,True,7924.552407459499,201.20264314950495,0.9897910428368785,3.126034538851263
train_059,train,2.0,2.952504645413864e+17,1.1457388980035519,656.2983350778103,True,8075.401983963086,203.6586886083437,0.9899260378288458,2.8939832718552796
train_060,train,3.0,3.0330336351976064e+17,1.1668826834216477,656.3069513908658,True,7961.25541458459,191.77741606934342,0.9908010501336121,3.093705171241437
train_061,train,2.0,2.9461528690904064e+17,1.1440633568085152,656.3020879803026,True,7968.825601998102,186.42543335260484,0.9913192905976492,3.107824580381227
train_062,train,3.0,3.039089900143307e+17,1.1684655015333358,656.3064421369594,True,7940.66230427,180.64111720727314,0.9917878188690221,3.0889028330391493
train_063,train,2.0,3.027573968239737e+17,1.1654549192214263,656.2983323943985,True,7976.231962183137,187.54767628156068,0.9912315481228531,3.0127557290479747
train_064,train,2.0,3.149668690389815e+17,1.197190484872125,656.3036261387393,True,8010.017291858517,203.34578866947746,0.9897937047460498,3.1730301652079866
train_065,train,3.0,3.0533333494675635e+17,1.1721840800857029,656.3098693298706,True,8004.277415838267,195.47389432929415,0.9905478908861867,3.107783735285259
train_066,train,2.0,3.0865013550089414e+17,1.1808218773063308,656.3093270074978,True,8000.974031158303,196.40058987459952,0.9904511102336969,3.187464006867566
train_067,train,3.0,3.099037773250806e+17,1.1840789255305764,656.3134163509449,True,7939.068010758957,190.85501262886956,0.9908379906768341,3.0732723246027724
train_068,train,3.0,3.2170287821916614e+17,1.2145300895860065,656.3086183613813,True,8027.340053855368,201.12259819176035,0.9900560669467106,3.14742758556668
train_069,train,2.0,3.167557517474587e+17,1.201806857478089,656.3085124163207,True,8010.997598231699,195.16795344900765,0.9905928303519171,3.216775631990658
train_070,train,2.0,3.1565078236296384e+17,1.1989563742400362,656.30464368909,True,7987.519082623481,187.97819792698002,0.9912162585068517,3.1030001290581777
train_071,train,4.0,3.069497024027633e+17,1.1763972506662563,656.3135848760871,True,8056.820364852939,207.19480309814807,0.9895292217691493,3.20544176942605
train_072,train,4.0,3.0377003378301504e+17,1.1681024258005417,656.3065638712472,True,7999.15173405375,178.3654673296889,0.9921075395361598,2.970852310523473
train_073,train,2.0,2.98161300456776e+17,1.153402698521795,656.3130824032279,True,8024.812803768673,200.18094856095217,0.990141902980917,3.1062709086694222
train_074,train,3.0,3.129606628680588e+17,1.1920032820340711,656.3026320164369,True,7982.1700744977925,192.26609627767508,0.9908024844070458,3.136521047171373
train_075,train,2.0,3.2130536264264064e+17,1.21351006994743,656.298063809309,True,8144.941739596837,191.85732078599528,0.9912004139229422,3.113037260048601
train_076,train,2.0,3.0351136837017754e+17,1.167426422749159,656.30594371671,True,8021.508062889452,186.8315103463369,0.9913949207821439,3.042559558688822
train_077,train,3.0,3.0867520212323974e+17,1.180887043613536,656.2995606476791,True,7951.780235111654,193.33212711644504,0.990630615771417,3.1150042149882187
train_078,train,3.0,3.674226461576831e+17,1.329306701358837,656.2836473348597,True,8501.848896256257,386.33253674765217,0.9680184559230706,2.647137740598931
train_079,train,2.0,3.072595217564202e+17,1.1772040028350186,656.308570315454,True,8054.959555454388,189.28371469455425,0.9912421097489579,3.125669456239114
train_080,train,1.0,3.080075354745825e+17,1.1791507148499767,656.3087469908435,True,8083.107379376039,198.88687739125226,0.9904062386263632,3.062063376531179
train_081,train,3.0,3.119619550715829e+17,1.1894170738411018,656.309627721496,True,8024.963795295121,189.46273616332854,0.9911605460968272,3.1038725536495777
train_082,train,3.0,3.1900824589177165e+17,1.207607756208822,656.3053373264256,True,8007.356188797903,195.07906263139407,0.9905928472590712,3.126263491582837
train_083,train,1.0,3.155712055590468e+17,1.1987509670820011,656.2971159097449,True,7912.755379584713,158.61928687196644,0.9936115847840468,2.956820215400859
train_084,train,5.0,3.1641565990754656e+17,1.2009298644352189,656.3047056580241,True,7959.585158195169,185.54911291996345,0.9913802013388204,3.1508769848657345
train_085,train,3.0,3.171851109359082e+17,1.202913612947453,656.3044986643775,True,7999.407727357634,183.88856046016488,0.9916158851747617,3.106808973469684
train_086,train,2.0,3.208992521060518e+17,1.2124675780513938,656.3031908630245,True,8150.084709936273,184.10098932796674,0.9919020189499991,3.0675662945860456
train_087,train,3.0,3.03080238608962e+17,1.1662992863305661,656.3132065211558,True,7985.229385260375,192.4967493869496,0.9907876049101484,3.1709949380679867
train_088,train,2.0,3.0301873137155e+17,1.1661384412585556,656.3061978538426,True,8085.139551409063,201.49161034355674,0.9901606919202531,3.020619229910172
train_089,train,2.0,3.0775394927328634e+17,1.1784909245452135,656.2935395251475,True,7881.662040072185,169.62627045756696,0.9926436234849622,3.118787864693884
train_090,train,4.0,3.025979943397189e+17,1.1650379082580353,656.298559236325,True,7945.658283277755,172.73912848861823,0.9924946690629953,2.99994082688013
train_091,train,2.0,3.0551786323745344e+17,1.1726654262733067,656.3079230016041,True,7962.0926610721235,179.4392438548109,0.9919390656697962,3.0948135014338183
train_092,train,2.0,2.99024507771549e+17,1.1556707795983903,656.3003475675191,True,7851.463176949404,185.21560347337152,0.9911748075781686,3.1600253760263977
train_093,train,3.0,3.1417559695417114e+17,1.195145857214887,656.3032319073479,True,7913.644864950405,185.25688340399978,0.9913079113236243,3.1608873362448033
train_094,train,3.0,3.1396799373124954e+17,1.1946091424140635,656.2972693988688,True,7950.987928336427,175.08350799056265,0.9923013978469672,3.0149443934237796
train_095,train,3.0,3.169502270141419e+17,1.2023082142154282,656.3019613014079,True,7935.671013755958,197.362518512209,0.9902004719950714,3.1278605787974842
train_096,train,2.0,2.8795229833957002e+17,1.1264165700725013,656.2976564186845,True,7822.316753536749,178.05810370447352,0.9917778183919241,3.154368212584491
train_097,train,3.0,3.1282319358930214e+17,1.1916474549928449,656.3024130397803,True,7988.966485892951,169.72640275864586,0.9928301092707243,2.997172746693549
train_098,train,1.0,3.157849141905233e+17,1.1993025636774979,656.3092223529835,True,8012.4841870556265,205.46476034881732,0.9895884610951025,3.1432338067332015
train_099,train,3.0,3.015827446657434e+17,1.162380271323311,656.3058359796638,True,7922.3111756169465,195.20948745291324,0.990379016680148,3.132683777795866
train_100,train,5.0,3.195596764548323e+17,1.2090258652699224,656.2942166843258,True,7882.635026052649,173.18017140046413,0.9923364075520733,3.1006326939141142
train_101,train,2.0,3.168538371136678e+17,1.2020597336253882,656.3092474929996,True,8032.917409204606,205.19319514620395,0.9896678959844234,3.1457002395738765
train_102,train,2.0,2.9666861515081197e+17,1.149475688805506,656.3118792020231,True,7976.081674387334,198.8259931137336,0.9901555704902454,3.1016112734488877
train_103,train,3.0,2.9968967048134835e+17,1.157417066512937,656.303318959648,True,7927.928114318892,192.06831439533116,0.990696366460454,3.1254763594638826
train_104,train,1.0,2.948595180883861e+17,1.1447077534397547,656.3070478022851,True,7983.885976724194,193.37517582836662,0.9907010185025757,3.129377794629166
train_105,train,4.0,3.099750858298165e+17,1.1842640629163086,656.2963330696778,True,7856.998626194512,171.8861381218156,0.9924006685904372,2.997235189126096
train_106,train,1.0,2.967992334846722e+17,1.1498195765657069,656.3134959374769,True,8063.998774529348,194.49023992255155,0.9907787166042061,3.0371216911432533
train_107,train,3.0,3.114541910848899e+17,1.1881011741482703,656.3081644659559,True,8029.242106487403,195.8104826755692,0.9905739518199224,3.1221244595081474
train_108,train,1.0,2.920475286297756e+17,1.137278005014825,656.3080773225497,True,7874.415599468056,192.74471015929683,0.9905047843878143,3.0963792270401815
train_109,train,3.0,3.176646519250366e+17,1.2041491542234204,656.3015811218095,True,7936.217160972827,193.68139395528203,0.9905604845858751,3.1276436275513206
train_110,train,1.0,2.957443704883243e+17,1.1470409790333427,656.2989880636886,True,7973.190454134972,166.4365200109266,0.9930763421880112,3.0386217640455255
train_111,train,3.0,3.2018696785374995e+17,1.2106381118929284,656.3094418442053,True,8084.70757823977,184.29989424155463,0.9917539594661446,3.13630300030055
train_112,train,1.0,3.0181147867106624e+17,1.1629792822411338,656.30335760574,True,8071.255743857213,194.71916064705744,0.9907736570358981,3.1077184145916936
train_113,train,3.0,3.021740909724475e+17,1.1639285969602324,656.3092153681715,True,7987.416103577908,189.0415889702152,0.9911172565416584,3.1154494899593193
train_114,train,3.0,3.204572507996644e+17,1.2113324733991717,656.3080851865188,True,7945.153232605964,198.56124630041967,0.9901056798297536,3.1431509179291472
train_115,train,3.0,3.0542621977412166e+17,1.172426383891213,656.3044042171839,True,7997.363746822428,204.80006196647923,0.9896162725880515,3.1559568846436616
train_116,train,4.0,3.06238876587563e+17,1.1745453133443977,656.3106135816026,True,7935.939427977863,195.8959602727008,0.9903448130882291,3.18661820422166
train_117,train,1.0,2.9860030573067104e+17,1.1545564494109217,656.3023197434953,True,8022.521230941852,178.44876757298394,0.9921458200858942,3.012931833075831
train_118,train,2.0,2.9280735317417824e+17,1.1392878407900207,656.3078844739084,True,7972.445846387934,206.34342450738788,0.9893955524518322,3.111215550710362
train_119,train,2.0,2.9088180359727104e+17,1.1341912482151137,656.311548130047,True,7956.99600189553,191.72930166695136,0.9907958673243273,3.098925997162168
train_120,train,5.0,3.2260615501013914e+17,1.2168463853908382,656.3091457673738,True,7903.344219504389,191.6699166131394,0.9906773723399879,3.0009235356648944
test_001,test,,3.1475187219378426e+17,1.196635101327302,656.3056277763361,True,7926.188731084855,190.32692534893627,0.9908587960827017,3.2069113695952156
test_002,test,,3.118891807150707e+17,1.1892285170540047,656.3069673660532,True,7931.066309238271,201.0288718146873,0.9898250535162868,3.107000099472157
test_003,test,,3.049552175655389e+17,1.1711974610781513,656.3104756293625,True,7955.8075905524365,195.49326105698398,0.990431595889878,3.122231090008258
test_004,test,,2.89796419869797e+17,1.1313136637985834,656.3049854928307,True,7886.567769327508,188.39655652690928,0.9909522095204297,3.0986798019528474
test_005,test,,2.8805209517173248e+17,1.12668183885785,656.3062723881267,True,7868.944927710189,187.66743168117645,0.9909815817090516,3.110816206924318
test_006,test,,3.310158008798867e+17,1.2383127572735504,656.3096430841514,True,8200.444741843448,198.0326105870525,0.9907554649894307,3.087567678331457
test_007,test,,3.0879503645399565e+17,1.1811985564058487,656.3072226402419,True,7976.419069516546,192.41933244624684,0.9907747868398268,3.123201586703418
test_008,test,,3.0133610306665363e+17,1.1617342006603568,656.3057672621504,True,7906.127803018076,192.92193891969396,0.9905629202567593,3.0812330688326774
test_009,test,,3.067694485187102e+17,1.1759277596194735,656.307025901623,True,7947.6517906286435,203.59447285119847,0.9896094598276326,3.1637114284177668
test_010,test,,3.192065147174178e+17,1.2081177327569204,656.3062471595177,True,7981.230887844895,195.9159592293752,0.990451109657063,3.107718858441726
test_011,test,,3.124134680378471e+17,1.1905866193466377,656.3086387321032,True,7955.957053855312,196.73505231290943,0.9903111931011762,3.120108766478671
test_012,test,,2.908021725950215e+17,1.1339802464943984,656.3033541976823,True,7878.34456500062,188.7065131598888,0.9909038972604417,3.122534567976372
test_013,test,,3.1912639244267366e+17,1.20791165872064,656.3073235098437,True,8013.116729566506,203.10740850990194,0.9898251721955456,3.115713485013687
test_014,test,,3.052688993880566e+17,1.1720159765267146,656.3102298060124,True,8011.726815893606,202.43568994559269,0.9898882101748935,3.1627996941371492
test_015,test,,3.029117693267611e+17,1.1658587042506092,656.301098876991,True,7867.870076910281,182.52519312222938,0.9914625617401664,3.1061654113845667
test_016,test,,3.252230101890569e+17,1.2235451543723799,656.3103173796732,True,8091.3861548064715,194.5087684613988,0.9908387344723918,3.2268712404537276
test_017,test,,3.1500922279180326e+17,1.1972998794885354,656.3013223789566,True,7989.415244033692,187.8749430600514,0.9912299486945744,3.1229072264342213
test_018,test,,3.244099210434558e+17,1.2214656202230234,656.3075652405387,True,8042.992193010302,209.64320397697756,0.9892464767765387,3.1081013673710607
test_019,test,,3.0895774310682816e+17,1.1816214550321236,656.3072961521297,True,7978.510140079929,207.37448916329032,0.9893065480569966,3.133063549648888
test_020,test,,3.5272799710656186e+17,1.2929438837148886,656.3218027187194,True,7909.5473642473535,188.66102627278994,0.9909791878447075,3.078478191177067
test_021,test,,3.1396213164360026e+17,1.1945939855593022,656.3075834244391,True,8036.900396198671,192.66265844702403,0.9908890650979564,3.158779746968274
test_022,test,,3.024130838200494e+17,1.1645540778173677,656.3067465856499,True,7952.093685316265,204.95832737401452,0.9894828896218713,3.149566860348321
test_023,test,,3.553812063113285e+17,1.2995448003118366,656.3239746596216,True,7855.707128058046,179.1177568315488,0.9917504717525905,3.0658715835078563
test_024,test,,3.087005371910108e+17,1.1809529060816562,656.3153130005128,True,7978.249947165914,211.35429915400607,0.9888960493999248,3.1842328409820055
test_025,test,,3.0563272162363085e+17,1.1729649899080026,656.3077706454777,True,7940.890054280048,201.27025161150283,0.9898258163557543,3.1515071331774895
test_026,test,,3.00858672131431e+17,1.1604831021582853,656.3040501262143,True,7928.846781747916,201.1265219826395,0.9898096220930137,3.141641597987499
test_027,test,,2.7962264483870486e+17,1.10417042849934,656.3106130875094,True,7748.189512784595,176.476953887061,0.9917679954687796,3.1651508495774374
test_028,test,,2.8126452193735334e+17,1.1085720399880563,656.3025697979513,True,7857.122434581617,182.55902035178178,0.9914362431967003,3.138476359044099
test_029,test,,3.293391399682094e+17,1.2340470111568953,656.31564383636,True,7899.465168082863,176.1449961006648,0.9921073310849998,3.074526331310368
test_030,test,,3.23972582950544e+17,1.2203464057717603,656.3144804811644,True,8019.019010015376,212.0708103494848,0.988933598559505,3.223341242748314
test_031,test,,3.242535098293717e+17,1.2210653957974962,656.3006924107355,True,7896.460269187462,185.50585786098017,0.9912470941480128,3.0828708521791954
test_032,test,,2.8469914921777472e+17,1.1177532001908772,656.3002189412182,True,7841.524850294976,182.9229647858255,0.9913684164488324,3.122736421480815
test_033,test,,3.1186618596392346e+17,1.1891689352188464,656.3055414195787,True,7957.823032508537,206.50388888850947,0.9893405764408487,3.1123168542706834
test_034,test,,3.023717489098359e+17,1.1644459093640354,656.3046407237815,True,7934.366183716656,193.38389577610465,0.9905848381727029,3.116330560073642
test_035,test,,3.1211617913601645e+17,1.1898166184819163,656.2993173469348,True,7987.05965225614,183.11051942495158,0.9916605815491307,3.1366440773472344
test_036,test,,3.102461795174672e+17,1.1849677755589956,656.2971099018915,True,7894.645857722846,184.13822977576308,0.9913706386257626,3.0270526662264174
test_037,test,,3.0481961853123885e+17,1.170843547990185,656.2943530386068,True,8048.232033555074,177.2868749445661,0.9922960503225383,3.0566084792650656
test_038,test,,3.419329049710137e+17,1.2659208150977679,656.3255140756797,True,7897.208681661311,188.94355621895318,0.9909243565043898,3.0345358480784665
test_039,test,,2.8860043555120403e+17,1.1281388508737324,656.3070125617179,True,7872.457780409154,189.00201869926667,0.9908621207656093,3.0927864478353415
test_040,test,,3.1330155568848774e+17,1.192885436852535,656.3113004246391,True,7982.528234753726,199.0157976848544,0.9901527187158794,3.158804999600875
test_041,test,,2.925600396507894e+17,1.1386338476887004,656.3041216594027,True,7885.993732491458,186.01771167174155,0.9911759798459798,3.129145391859587
test_042,test,,3.029346130918662e+17,1.1659184500306594,656.309183288646,True,7944.896736219497,200.31455607136644,0.9899312967446918,3.078704787611765
test_043,test,,3.155352153838346e+17,1.1986580622023755,656.2989947551376,True,7986.219531992907,181.28939882130868,0.9918225800209387,3.0813029745117193
test_044,test,,2.888377450290576e+17,1.1287691380633065,656.3053017000212,True,7887.2098918096135,189.30567350771767,0.9908669509633365,3.0899727229925396
test_045,test,,3.262755375804323e+17,1.226234596631999,656.3055773657456,True,7978.478102874711,181.42974980920752,0.9917942467054857,3.149462089063281
test_046,test,,2.940338134351719e+17,1.142528467110911,656.3116364181706,True,7934.769459143722,197.16825618374423,0.9902173642056977,3.0838024727205875
test_047,test,,3.280162780233937e+17,1.230676484060981,656.3025234617436,True,8059.471378913015,178.0216436839584,0.992254038106394,3.1132539868572104
test_048,test,,2.925137699366565e+17,1.138511472906501,656.3063985494919,True,7891.721580366409,191.29905965366572,0.9906859588806922,3.091295639018546
test_049,test,,3.1440728573171264e+17,1.1957447060127662,656.3083717646571,True,7947.953838000234,196.53050597623138,0.990311841680076,3.120210359612727
test_050,test,,3.0168181471547283e+17,1.1626397348346065,656.3146330450271,True,7953.970893038753,197.11493294113572,0.9902692939394376,3.113418079228768
test_051,test,,3.017369587416279e+17,1.1627841446816884,656.3094984013564,True,7964.175070421724,204.49978735481952,0.9895608149233043,3.163352877634184
test_052,test,,2.8788229691698186e+17,1.1262304825340275,656.3102034655615,True,7874.341438619617,186.50259697929837,0.9911042899028519,3.143633847041336
test_053,test,,2.938828562198621e+17,1.1421298330649328,656.3088693125483,True,7957.954136350791,195.76186085079095,0.9904106626894768,3.1135304104359847
test_054,test,,2.895831257144396e+17,1.130747769617614,656.3094405963931,True,7950.331960683566,199.90300318037788,0.9899857817581499,3.1054255693780597
test_055,test,,2.933928630673146e+17,1.1408354513980685,656.3075962689443,True,7929.735003859066,191.031045541742,0.9907998171862549,3.148123231334167
test_056,test,,3.1391297262030426e+17,1.194466877753268,656.3094671738778,True,7969.647332311588,200.81541946243289,0.9899435128558989,3.1539343869299876
test_057,test,,3.536473806285878e+17,1.2952330127666436,656.3206304071896,True,7864.382464904866,188.1583410783296,0.9909243408373029,3.137890053993876
test_058,test,,2.8683242888871194e+17,1.1234378347608447,656.3012992811182,True,7841.116679518565,187.1740493210882,0.9909652972609772,3.107084902255688
test_059,test,,2.9821439301015136e+17,1.153542260120923,656.3072794125113,True,7913.097177386772,185.77682788955164,0.9912582798648173,3.116514368547789
test_060,test,,2.823452961201428e+17,1.1114649300602848,656.3043177234955,True,7764.999991291093,181.17675888886424,0.9913647383083913,3.2477833545801387
