sample_id,split,label,depth_bin,shot_start,shot_stop,T_boltz,T_boltz_se,r2_boltz,intercept_boltz
test_007,test,,0,1,1,8887.633934167316,486.0690619051413,0.9543288770946373,3.537559958969157
test_008,test,,0,1,1,8696.647978840982,368.0147478444558,0.97214658803972,3.671747443855977
test_009,test,,0,1,1,8644.184993082401,410.3898931761301,0.9651920128261965,3.244412391369954
test_010,test,,0,1,1,8709.508316198951,400.21381891692306,0.9673196370612899,3.394842414423879
test_011,test,,0,1,1,8689.839832175969,376.1673756143296,0.9708908774855466,3.5752357637395566
test_012,test,,0,1,1,8622.256844301772,390.5698807956435,0.9682132170463689,3.249355408715695
test_013,test,,0,1,1,8499.834419663735,278.85216131170114,0.9830709746582814,3.6139713989009152
test_014,test,,0,1,1,8579.86667094331,353.22337462275374,0.9735979632073541,3.50227323521236
test_015,test,,0,1,1,8584.344504923509,331.21405125734896,0.9767351619344732,3.7542352707967863
test_016,test,,0,1,1,8680.593164049427,371.36966540680254,0.9715489233771757,3.4432730096446957
test_017,test,,0,1,1,8846.132847332332,476.9015122558116,0.9555644605762788,3.585148133787801
test_018,test,,0,1,1,8613.076597754129,319.64475307514795,0.9784388358591788,3.5116059643240543
test_019,test,,0,1,1,7664.315688078562,2458.7433707721557,0.5191469064690155,-1.123799485928501
test_020,test,,0,1,1,8908.4327335761,697.679183474511,0.9106339166342448,2.82918491281466
test_021,test,,0,1,1,8706.394988836606,404.31662970525076,0.9666455550972625,3.6767515371714388
test_022,test,,0,1,1,8636.166788982708,385.6979656016545,0.9690735979109139,3.438574921218312
test_023,test,,0,1,1,8931.560661112097,772.9981181560815,0.8929802339057401,2.5133167543590433
test_024,test,,0,1,1,8591.570698384616,371.2900645100112,0.9709855547617309,3.5337833236821994
test_025,test,,0,1,1,8607.471184725631,392.27361179793326,0.9678375242155031,2.7103256735368917
test_026,test,,0,1,1,8530.237431696327,330.6772007317381,0.976520564978677,3.2728137492802767
test_027,test,,0,1,1,8596.091974577537,622.6545656832653,0.9225531718744496,2.8265681264772233
test_028,test,,0,1,1,8688.66435583318,479.30325449598405,0.9535711629001028,3.280923879141164
test_029,test,,0,1,1,9473.422518488018,1382.2081274306877,0.7459309867218571,2.4772867990248812
test_030,test,,0,1,1,8556.585497358878,295.4255520799877,0.9812841358715056,3.477646034729664
test_031,test,,0,1,1,8933.956720326347,640.40717397299,0.9240318400866884,2.803175234029175
test_032,test,,0,1,1,8607.217106521812,373.380484546519,0.9707709651033086,3.4450953256824492
test_033,test,,0,1,1,8601.85658756266,380.58415195777684,0.9696301194125909,3.5523939679881655
test_034,test,,0,1,1,8688.169667861188,399.7933689009258,0.9672308841345325,3.38277638263894
test_035,test,,0,1,1,8765.894744489771,409.30910353361435,0.9662915735382812,3.680496322648528
test_036,test,,0,1,1,8599.397525080536,361.6570580209617,0.9724793794124968,3.682849381870877
test_037,test,,0,1,1,8655.657641702755,363.15636653076024,0.9726066957340614,3.4726872764678816
test_038,test,,0,1,1,9019.758837203302,895.6057130541647,0.8637458293047954,2.607077661869113
test_039,test,,0,1,1,8464.323912537955,355.4387241234912,0.9725601712736792,3.3504214697233614
test_040,test,,0,1,1,8557.033303537077,370.3488836614582,0.9709014877749894,3.2878254617240357
test_041,test,,0,1,1,8373.902214066735,410.7096031455302,0.9629377204993603,3.152002250450169
test_042,test,,0,1,1,8715.091857616393,510.7794589156916,0.947903673751521,3.08053045986125
test_043,test,,0,1,1,8790.231765105093,475.37462383469267,0.955297681941589,3.5048707179770107
test_044,test,,0,1,1,8654.331347678299,445.4127762377566,0.9593414852056774,3.3546033601269127
test_045,test,,0,1,1,8567.909877032027,338.10207849737634,0.975690394339,3.4477265795402188
test_046,test,,0,1,1,8402.720338505063,362.96795787886447,0.9710105038203072,2.8299369178807474
test_047,test,,0,1,1,8736.551856060792,446.7348164217544,0.9598449163442528,3.2760507080678667
test_048,test,,0,1,1,8544.591643231306,423.0536053675227,0.9622584365363218,3.0840298684838605
test_049,test,,0,1,1,8727.759416933304,360.9090102451911,0.9733690038684373,3.6034803777255093
test_050,test,,0,1,1,8752.131586242189,416.3340416575507,0.9650594126197704,3.480167420779976
test_051,test,,0,1,1,8745.273260447826,407.01622569844983,0.9665034507997806,3.6679065650437
test_052,test,,0,1,1,8501.606442019996,408.1670477984281,0.9644315232068171,3.187116357906407
test_053,test,,0,1,1,8860.770184670437,479.8987992337045,0.9551711537163018,3.4438905087275087
test_054,test,,0,1,1,8666.685229948784,353.6364426851153,0.9740516382815262,3.641342336861319
test_055,test,,0,1,1,8791.052416065408,485.338798538746,0.9535004073920313,3.576657616472828
test_056,test,,0,1,1,8667.721962136304,394.31417669845405,0.9679485918759595,3.4305499931341443
test_057,test,,0,1,1,8831.931647329951,580.5427232757318,0.9353385011583863,3.0152841310341674
test_058,test,,0,1,1,8599.917001467924,390.14528388386645,0.9681203506860941,3.420063398608424
test_059,test,,0,1,1,8649.716959690484,417.5662636016428,0.9640525806387732,3.5231542526060164
test_060,test,,0,1,1,8395.525392140484,366.5782963150525,0.9703988890104993,3.2577576604696685
train_001,train,2.0,1,2,2,8789.816477749118,492.12221385182215,0.952241213877914,3.186193730253973
train_002,train,5.0,1,2,2,8528.774074244684,355.78326664690735,0.9729111250482809,2.800817201369988
train_003,train,2.0,1,2,2,8808.09159620464,480.8169172198478,0.9544919639225932,3.436520727879701
train_004,train,4.0,1,2,2,7822.809706033945,232.31293507733218,0.9860858727364403,2.197180728892917
train_005,train,5.0,1,2,2,8346.869517930849,372.7197840427354,0.969082913456847,2.6908620599354
train_006,train,2.0,1,2,2,8142.997084823621,373.77150652246473,0.967388939386461,1.5135045862306438
train_007,train,2.0,1,2,2,8517.084661147072,539.79302772404,0.9396132406859421,2.311181066299718
train_008,train,5.0,1,2,2,8446.555492346293,269.3833658923918,0.9839863138937752,3.1979525929069164
train_009,train,3.0,1,2,2,8383.708085355924,286.74653760551564,0.98162656511371,3.1493764292447137
train_010,train,2.0,1,2,2,8742.872316776282,439.47141534179787,0.9611437124052087,3.0801491397545684
train_011,train,3.0,1,2,2,8666.847210861612,445.075639144553,0.9595129449230287,3.1647339128782455
train_012,train,5.0,1,2,2,8348.257863795136,354.1744288679262,0.972008088551914,2.9471518697080135
train_013,train,2.0,1,2,2,8331.297912757043,293.9785407632613,0.9804674434188583,2.832164088987443
train_014,train,5.0,1,2,2,8590.374553946887,459.65754788304076,0.9561962192694948,1.594773232703644
train_015,train,3.0,1,2,2,8800.16944753566,502.5208809827689,0.9504140122192015,2.486192598870968
train_016,train,4.0,1,2,2,7978.177628135733,251.28110645358328,0.9843759632480561,1.9310358504588887
train_017,train,2.0,1,2,2,8899.305027816075,516.5260202777741,0.9488562433144425,3.415007393118576
train_018,train,5.0,1,2,2,8362.57848076281,343.8159306765417,0.973666901231414,2.593762918215977
train_019,train,3.0,1,2,2,8644.361699637733,490.29265578498234,0.9510483329627466,3.1851879603759694
train_020,train,2.0,1,2,2,8311.72592369664,611.6496786021492,0.9202638232533292,1.2633331296353312
train_021,train,5.0,1,2,2,8406.53062456752,515.2999564645526,0.9432909634039027,2.2610948073644552
train_022,train,4.0,1,2,2,8802.521540383286,499.46945764526026,0.9510098598175305,2.9581522332648964
train_023,train,3.0,1,2,2,8488.45244523101,520.4975026716623,0.9432547832559919,1.9654347342369718
train_024,train,5.0,1,2,2,8639.610929566445,453.6387207970178,0.9577521155692695,3.0059333614948276
train_025,train,5.0,1,2,2,8669.758388185322,394.4949247690481,0.9679347295833587,2.996057221536356
train_026,train,3.0,1,2,2,8340.825383516109,372.4071682504052,0.9690897865327474,2.4025545434270494
train_027,train,2.0,1,2,2,8645.300260328657,497.93881877072397,0.949597580049537,2.7447010035437702
train_028,train,4.0,1,2,2,8291.110175825026,462.5035798068659,0.9525732683200637,1.9551802785570835
train_029,train,2.0,1,2,2,8809.89109771026,571.3953211809812,0.936938629148788,2.715894429741409
train_030,train,5.0,1,2,2,8782.847737452714,518.913484071813,0.947102381979084,2.8842494150976306
train_031,train,4.0,1,2,2,8146.197523408846,321.17313052627406,0.9757328133766223,1.755285270706616
train_032,train,3.0,1,2,2,8531.058244638003,356.9924854324477,0.9727459072418113,3.0613278322731627
train_033,train,1.0,1,2,2,8776.048638211758,522.970753556508,0.9462377994107525,2.8285842256468743
train_034,train,2.0,1,2,2,8299.878674801566,269.54374887509096,0.983405369057473,2.6579109373397896
train_035,train,2.0,1,2,2,8632.653673585408,377.62810281045245,0.9702927304137912,3.565318321207023
train_036,train,2.0,1,2,2,8713.291765662087,435.9279491619122,0.9614937382884294,3.2986696001776177
train_037,train,2.0,1,2,2,8551.474063648577,385.39500430800155,0.9685253316474819,3.299263114885886
train_038,train,3.0,1,2,2,8826.753604271245,506.81835342640886,0.9498931174313929,3.017877157193011
train_039,train,3.0,1,2,2,8480.71697298394,391.42269188486756,0.967039700769578,3.1041808422632933
train_040,train,2.0,1,2,2,8879.628379607295,550.3124467034008,0.942104080272091,3.265291308303329
train_041,train,3.0,1,2,2,8679.243825627349,421.20196852469263,0.963686124949562,3.438848432781374
train_042,train,2.0,1,2,2,8647.38395992597,373.9946735337584,0.9709414218660084,3.321461578370111
train_043,train,4.0,1,2,2,7985.2295407649235,174.6079278997014,0.9924078760029301,2.23650942184919
train_044,train,3.0,1,2,2,8613.98284104172,385.6467495001026,0.968927055362486,3.2808523923648263
train_045,train,3.0,1,2,2,8084.360051161227,332.1706109135283,0.973698790007663,1.9399830378215928
train_046,train,4.0,1,2,2,8393.801316592737,373.5643861136513,0.9692826337491417,2.606657286783639
train_047,train,2.0,1,2,2,8830.762300229997,470.96720460961416,0.9564711876616807,3.6570110566017133
train_048,train,4.0,1,2,2,8219.841965022668,293.4439162458743,0.9800162700224381,2.211148011074892
train_049,train,2.0,1,2,2,8747.011751467415,454.5385358194393,0.9585836339967901,3.195988910713713
train_050,train,4.0,1,2,2,8299.027538608441,233.78638397046345,0.9874621104681014,3.4212977600267314
train_051,train,3.0,1,2,2,8770.582861091874,519.2276176611161,0.9469013620547453,3.304640926984344
train_052,train,3.0,1,2,2,8149.277585023111,374.00063210148477,0.967398916853745,2.06118981702907
train_053,train,3.0,1,2,2,8868.54389077328,486.55025375421735,0.9540544038846284,3.286391458006109
train_054,train,2.0,1,2,2,8197.817858566952,458.95547904887144,0.9522455840269747,1.718002821590649
train_055,train,3.0,1,2,2,8233.02397495649,402.2659069709504,0.9632084602129283,2.306319303761695
train_056,train,1.0,1,2,2,8346.6767115171,263.76138160756256,0.9842735381712049,2.8867844567567094
train_057,train,1.0,1,2,2,8441.495585315924,369.8060535167745,0.9702083719456579,2.876094143337264
train_058,train,1.0,1,2,2,8131.767878226556,172.35653023012196,0.9928633401653827,2.753789874844985
train_059,train,2.0,1,2,2,8797.407715719326,526.1129944438184,0.945874476866068,3.137007736061672
train_060,train,3.0,1,2,2,8366.132439251272,354.4706804347432,0.972078891117609,2.9475283669467123
train_061,train,2.0,1,2,2,8838.49802161966,457.78642093893166,0.9588436680154578,3.0948429098164283
train_062,train,3.0,1,2,2,8787.806886902265,446.6595890442369,0.9603062567897122,3.4033390003132866
train_063,train,2.0,1,2,2,8537.031264424495,376.81546950285735,0.9697703858398794,2.825246778417592
train_064,train,2.0,1,2,2,8773.95040503241,493.52057810891307,0.9518170227436922,3.096520776594973
train_065,train,3.0,1,2,2,8811.467810010145,469.0686801539452,0.9566251361387744,3.3660999704288863
train_066,train,2.0,1,2,2,8509.512398191517,320.31547839517486,0.9778317896009148,3.332452877817105
train_067,train,3.0,1,2,2,8583.046120198765,386.0483784036695,0.968646511141488,2.8754258481232955
train_068,train,3.0,1,2,2,8744.467566275072,444.5778005312875,0.960285494910659,3.3668951242131318
train_069,train,2.0,1,2,2,8405.031834135312,342.58596724416066,0.974106727635189,3.3118076753479957
train_070,train,2.0,1,2,2,8760.113197443674,485.2084307257198,0.9532107427281573,3.4056659378334704
train_071,train,4.0,1,2,2,8332.39157548225,431.4765278661157,0.9588612802094983,2.478157247112959
train_072,train,4.0,1,2,2,8562.233769632077,552.4497051523081,0.9375509021238089,2.414186174295718
train_073,train,2.0,1,2,2,8701.929219528298,713.6692519352694,0.9028387583463251,1.7014365393012207
train_074,train,3.0,1,2,2,8886.800461935038,535.4608709985418,0.9451011918746811,3.519401626939239
train_075,train,2.0,1,2,2,8591.378481715024,392.4408039045381,0.9676941834049017,2.7762849707334403
train_076,train,2.0,1,2,2,8678.14607495013,468.95993894659034,0.9553619219664267,3.0128254747902354
train_077,train,3.0,1,2,2,8428.64818403715,381.4629170226902,0.9682675108424255,2.8276774946099104
train_078,train,3.0,1,2,2,8621.411203501379,498.8722030485966,0.9491515813687978,2.8820194000237622
train_079,train,2.0,1,2,2,8726.335967954596,621.918926677955,0.9248394390399051,2.5378207505691277
train_080,train,1.0,1,2,2,8635.508020978345,439.03313770099544,0.9602863716463773,2.9507911076019555
train_081,train,3.0,1,2,2,8923.390688364936,521.2575239489948,0.9482299585507107,3.417606615301737
train_082,train,3.0,1,2,2,8648.142416022654,431.93161072018773,0.9616197610731497,3.1040831900090122
train_083,train,1.0,1,2,2,8712.374815521136,487.754908767153,0.9522470909943976,2.994915604993585
train_084,train,5.0,1,2,2,8284.80067620277,441.38901309731705,0.9565579628273687,2.4061555709267264
train_085,train,3.0,1,2,2,8762.917047847006,488.3348349165496,0.9526633572412063,3.3258135508019864
train_086,train,2.0,1,2,2,8894.874133526531,591.1304552717953,0.9339985835276842,3.2254756417201427
train_087,train,3.0,1,2,2,8395.909248656168,411.96634992866893,0.9629069685060834,2.730893107254445
train_088,train,2.0,1,2,2,8408.914838845514,422.9311897433252,0.9611001309930239,2.749419113989844
train_089,train,2.0,1,2,2,8611.54479363231,337.9691348787183,0.9759486801493193,3.8089185968560093
train_090,train,4.0,1,2,2,8568.396103376392,474.75297091233847,0.9531800198576292,2.55233696751213
train_091,train,2.0,1,2,2,8914.363526226345,539.0094267685663,0.9447359793473303,3.395342962257852
train_092,train,2.0,1,2,2,8206.278443943564,244.651270668507,0.9859786462643634,3.1051949495193885
train_093,train,3.0,1,2,2,8145.306097733166,216.54383612098056,0.9888181606146306,2.924586477027019
train_094,train,3.0,1,2,2,8752.082928469255,454.73790600211737,0.9585948336570952,3.2822677722220623
train_095,train,3.0,1,2,2,8212.946607577007,291.1259574825431,0.9802921446505928,2.477448571311859
train_096,train,2.0,1,2,2,8419.269557376792,316.60775077531974,0.9778742874655887,3.170836603313487
train_097,train,3.0,1,2,2,8824.774754993763,526.3568929622888,0.9461444107803629,3.206477031907095
train_098,train,1.0,1,2,2,8455.455845273973,506.9358029054133,0.945616529889209,2.393076140348783
train_099,train,3.0,1,2,2,8186.732500232716,301.30560584019116,0.9787870331467239,2.2864007094545133
train_100,train,5.0,1,2,2,8283.80923569801,408.81151374663597,0.9624937237494019,2.561740916854313
train_101,train,2.0,1,2,2,8593.883297958302,587.4048475429686,0.9304482063356655,2.417773906059689
train_102,train,2.0,1,2,2,8455.52884350867,479.2493111174197,0.9511129831786206,1.9894175523576418
train_103,train,3.0,1,2,2,8169.300312572313,312.76815052699226,0.9770845984752629,2.5607293647851144
train_104,train,1.0,1,2,2,8649.94739732185,398.82950560691353,0.9671041687242067,3.306061201343007
train_105,train,4.0,1,2,2,8605.607476915467,316.9861594438618,0.978752377256497,3.4595345049191164
